start,end,en,he,ar
1665.927228,1666.157228,hearing,שימוע,السمع
1667.467228,1667.667228,stayed,נשאר,متبقي
1667.847228,1668.377228,rainforest,יער גשם,الغابات المطيرة
1668.517228,1669.167228,indonesia,אינדונזיה,أندونيسيا
1669.917228,1670.487228,knowledge,ידיעה,أخبار
1670.957228,1671.187228,asked,שאל,بسأل
1671.497228,1671.657228,thought,חשב,محاسب
1681.227228,1681.657228,years,שנים,سنين
1681.887228,1682.197228,humans,בני אדם,الجنس البشري
1682.257228,1682.507228,managed,מנוהל,إدارة
1682.617228,1682.787228,figure,דמות,شخصية
1682.847228,1683.047228,things,דברים,أشياء
1683.517228,1683.737228,own,בעצמם,أنفسهم
1684.667228,1684.837228,told,אמרו,قالوا
1684.947228,1685.487228,appellate_court,בית משפט לערעורים,محكمة الاستئناف
1685.737228,1686.047228,didnt_want,לא רצה,لم أرغب
1686.287228,1686.417228,rule,כלל,قاعدة
1686.617228,1686.777228,case,מקרה,قضية
1688.647228,1689.137228,september,ספטמבר,سبتمبر
1690.157228,1690.527228,announced,הודיעו,تم الإعلان
1690.677228,1690.927228,reached,הגיעו,وصل
1690.997228,1691.457228,settlement,הסדר,ترتيب
1693.047228,1693.457228,details,פרטים,تفاصيل
1693.677228,1693.957228,settlement,הסדר,ترتيب
1694.067228,1694.697228,confidential,סודי,سر
1695.167228,1695.277228,tell,לספר,يخبر
1695.417228,1695.557228,much,הרבה,كثير
1696.677228,1696.817228,heres,הנה,هنا
1697.187228,1697.347228,know,יודע,معرفة
1699.357228,1699.597228,monkey,קוף,قرد
1699.657228,1699.967228,selfie,סלפי,صورة سيلفي
1700.007228,1700.557228,copyright,זכות יוצרים,حقوق الطبع والنشر
1700.717228,1701.157228,registered,רשום,مسجل
1701.397228,1701.567228,name,שם,اسم
1701.837228,1702.407228,countries,מדינות,بلدان
1703.447228,1703.727228,agreed,הסכים,متفق
1703.857228,1704.227228,donate,לתרום,يساهم
1704.767228,1704.987228,percent,אחוז,شهادة
1705.207228,1705.637228,proceeds,הכנסות,ربح
1705.857228,1706.277228,photos,תמונות,صور
1706.507228,1706.887228,protect,להגן,يحمي
1707.367228,1707.937228,macaques,מקוקים,قرود المكاك
1709.347228,1709.997228,wikipedia,ויקיפדיה,ويكيبيديا
1711.187228,1711.437228,monkey,קוף,قرد
1711.477228,1711.787228,selfie,סלפי,صورة سيلفي
1712.657228,1713.157228,download,להוריד,تحميل
1714.287228,1714.457228,claim,טוענים,مطالبة
1714.797228,1715.517228,public_domain,נחלת הכלל,الملكية العامة
1716.937228,1717.127228,sue,לתבוע,مقاضاة
1717.707228,1717.967228,taken,נלקח,مأخوذ
1719.087228,1719.237228,says,אומר,يقول
1719.367228,1719.677228,plans,תוכניות,البرامج
1722.207228,1722.367228,other,אחר,آخر
1722.407228,1722.587228,thing,דבר,شيء
1722.967228,1723.467228,mentioned,מוזכר,مذكور
1726.017228,1726.277228,bunch,אוסף,مجموعة
1726.417228,1726.737228,monkeys,קופים,القرود
1727.357228,1727.707228,selfies,סלפי,صورة سيلفي
1728.107228,1728.387228,taken,צולם,تم التقاط الصورة
1728.607228,1728.817228,day,יום,يوم
1730.267228,1730.677228,consulted,התייעצו,تمت استشارته
1730.887228,1731.627228,primatologist,פרימטולוג,عالم الرئيسيات
1731.917228,1732.137228,works,עובדת,عمل
1732.817228,1733.067228,black,שחור,أسود
1733.047228,1733.627228,macaques,מקוקים,قرود المكاك
1734.867228,1735.427228,identified,זיהתה,معترف به
1736.247228,1736.517228,monkey,קוף,قرد
1736.717228,1737.037228,famous,מפורסם,مشهور
1736.997228,1737.407228,selfie,סלפי,صورة سيلفي
1738.857228,1739.177228,says,אומר,يقول
1741.346228,1741.746228,male,זכר,ذكر
1744.956228,1745.436228,remember,זוכר,يتذكر
1746.086228,1746.496228,female,נקבה,أنثى
1749.917428,1750.197428,remember,זוכר,يتذكر
1750.767428,1750.977428,pink,ורוד,لون القرنفل
1751.037428,1751.417428,rump,עכוז,مؤخرة
1753.157428,1753.347428,male,זכר,ذكر
1753.517428,1753.867428,female,נקבה,أنثى
1753.867428,1754.277428,macaques,מקוקים,قرود المكاك
1756.162528,1756.462528,saying,פתגם,الحد الأقصى
1759.478128,1759.728128,making,הכנה,تحضير
1759.778128,1760.378128,fraudulent,כזב,كذب
1760.418128,1760.658128,claim,טענה,مطالبة
1764.084928,1764.274928,wrong,טעות,خطأ
1764.294928,1764.564928,monkey,קוף,قرد
1764.724928,1765.054928,court,בית משפט,محكمة
1765.560328,1765.840328,taking,לקיחה,أخذ
1766.800328,1767.350328,artistic,אמנותי,فني
1767.450328,1767.800328,work,עבודה,عمل
1768.620328,1768.820328,made,עשוי,صنع
1769.210328,1769.520328,female,נקבה,أنثى
1769.600328,1769.950328,monkey,קוף,قرد
1771.468028,1771.658028,think,לחשוב,يفكر
1773.158028,1773.588028,feminists,פמיניסטיות,النسويات
1774.618028,1774.938028,start,להתחיל,يبدأ
1775.138028,1775.748028,protest,למחות,يعترض
1776.445428,1776.615428,sure,בטוח,تأمين
1777.595428,1777.795428,lady,גברת,سيدتي
1777.855428,1778.115428,monkey,קוף,قرد
1779.295428,1780.155428,experience,חוויה,خبرة
1787.565428,1787.855428,nature,טבע,طبيعة
1788.305428,1788.655428,humans,בני אדם,الجنس البشري
1788.935428,1789.505428,monkeys,קופים,القرود
1789.825428,1790.015428,horse,להשתטות,تحامق
1790.445428,1790.575428,front,מול,عكس
1790.695428,1791.265428,cameras,מצלמות,الكاميرات
1792.945428,1793.195428,human,אנושי,بشر
1793.255428,1793.846053,characteristic,מאפין,كعكة المافن
1794.423,1794.643,spend,לבזבז,يضيع
1794.723,1795.083,hundreds,מאות,المئات
1795.203,1795.564,thousands,אלפים,الآلاف
1795.724,1796.144,dollars,דולרים,دولارات
1796.765,1797.005,years,שנים,سنين
1797.345,1797.765,lives,חיים,حياة
1798.546,1798.646,go,ללכת,يذهب
1798.786,1799.006,court,בית משפט,محكمة
